Transmission,BodyType,Cyl,Litre,Kms,Economy,Make,Model,Badge,Colour,Year,Price,Fuel,Location,Cat,SellerId
Automatic,SUV,4,2.5,89283,9.6,Subaru,Forester,XS Premium,Spark Silver,2008,16900,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-2422169
Automatic,SUV,4,2,83000,8.5,Subaru,Forester,XT,Ice Silver,2013,30990,Petrol - Premium ULP,VICTORIA,Private,SSE-SELLER-3244442
Automatic,SUV,4,2.5,51000,8.1,Subaru,Forester,2.5i,Crystal Black Silica,2013,25500,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-3294902
Automatic,SUV,4,2.5,76672,9.3,Subaru,Forester,X,Satin White Pearl,2012,20800,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-3278866
Automatic,SUV,4,2.5,73360,9.6,Subaru,Forester,XS Premium,Dark Grey,2008,17450,Petrol - Unleaded ULP,QUEENSLAND,Private,SSE-SELLER-2746612
Manual,SUV,4,2.5,103000,9.3,Subaru,Forester,X,Newport Blue,2008,14000,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-746620
Manual,SUV,4,2.5,144000,10.5,Subaru,Forester,XT,Spark Silver,2008,19000,Petrol - Premium ULP,QUEENSLAND,Private,SSE-SELLER-3153926
Automatic,SUV,4,2,78000,8.5,Subaru,Forester,XT Premium,Crystal Black Silica,2013,32999,Petrol - Premium ULP,VICTORIA,Private,SSE-SELLER-3214428
Automatic,SUV,4,2.5,187000,11,Subaru,Forester,XT Luxury,Premium Silver,2004,9000,Petrol - Premium ULP,QUEENSLAND,Private,SSE-SELLER-2177875
Manual,SUV,4,2,81500,6,Subaru,Forester,2.0D Premium,Marine Blue,2012,24000,Diesel,NEW SOUTH WALES,Private,SSE-SELLER-3195321
Manual,SUV,4,2.5,115500,9.3,Subaru,Forester,XS Premium,Carmelia Red,2009,16300,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-1001109
Automatic,SUV,4,2.5,145332,9.7,Subaru,Forester,X,Premium Silver,2006,9950,Petrol - Unleaded ULP,QUEENSLAND,Private,SSE-SELLER-2356337
Manual,SUV,4,2.5,76000,9.3,Subaru,Forester,X Columbia,Obsidian Black Pearl,2010,16799,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-3241383
Manual,SUV,4,2.5,172500,9.6,Subaru,Forester,X,Premium Silver,2006,7990,Petrol - Unleaded ULP,VICTORIA,Private,SSE-SELLER-1810457
Automatic,SUV,4,2.5,143000,11.1,Subaru,Forester,XT Luxury,Obsidian Black Pearl,2006,20500,Petrol - Premium ULP,VICTORIA,Private,SSE-SELLER-297139
Manual,SUV,4,2.5,238962,9.5,Subaru,Forester,X,Maroon/Burgundy,2004,5400,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-3038528
Automatic,SUV,4,2.5,184000,9.6,Subaru,Forester,XS,Newport Blue,2009,12500,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-3271738
Manual,SUV,4,2.5,98787,9.3,Subaru,Forester,X,Spark Silver,2008,13000,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-2531864
Automatic,SUV,4,2.5,24785,8.1,Subaru,Forester,2.5i-L,Dark Grey,2015,30000,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-2772149
Automatic,SUV,4,2.5,126000,9.6,Subaru,Forester,XS Premium,Dark Grey,2009,15500,Petrol - Unleaded ULP,QUEENSLAND,Private,SSE-SELLER-3243032
Automatic,SUV,4,2.5,170000,9.6,Subaru,Forester,X,Blue,2010,13500,Petrol - Unleaded ULP,NORTHERN TERRITORY,Private,SSE-SELLER-2537754
Manual,SUV,4,2.5,155000,9.3,Subaru,Forester,XS Premium,Obsidian Black Pearl,2011,14900,Petrol - Unleaded ULP,VICTORIA,Private,SSE-SELLER-1617978
Automatic,SUV,4,2,5751,8.5,Subaru,Forester,XT Premium,White,2013,46990,Petrol - Premium ULP,SOUTH AUSTRALIA,Demo,AGC-SELLER-16169
Automatic,SUV,4,2.5,63666,8.1,Subaru,Forester,2.5i-L,Silver,2014,26990,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-12008
Automatic,SUV,4,2.5,103327,9.3,Subaru,Forester,XS,Blue,2011,21888,Petrol - Unleaded ULP,VICTORIA,Used,AGC-SELLER-17261
Manual,SUV,4,2,17057,5.9,Subaru,Forester,2.0D-S,Blue,2014,36990,Diesel,NEW SOUTH WALES,Used,AGC-SELLER-12008
Automatic,SUV,4,2.5,70934,10.5,Subaru,Forester,XT Premium,Blue,2012,29888,Petrol - Premium ULP,AUSTRALIAN CAPITAL TERRITORY,Used,AGC-SELLER-12635
Automatic,SUV,4,2.5,37436,9.3,Subaru,Forester,X,White,2012,21888,Petrol - Unleaded ULP,SOUTH AUSTRALIA,Used,AGC-SELLER-9369
Automatic,SUV,4,2.5,54402,8.1,Subaru,Forester,2.5i,White,2014,29880,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-17336
Automatic,SUV,4,2.5,1686,8.1,Subaru,Forester,2.5i-L,Black,2013,33990,Petrol - Unleaded ULP,VICTORIA,Used,AGC-SELLER-15372
Automatic,SUV,4,2,10207,8.5,Subaru,Forester,XT Premium,White,2014,48990,Petrol - Premium ULP,WESTERN AUSTRALIA,Used,AGC-SELLER-11019
Automatic,SUV,4,2.5,86286,9.6,Subaru,Forester,XS,Silver,2010,18000,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-10761
Automatic,SUV,4,2.5,89914,9.3,Subaru,Forester,XS,Silver,2011,18463,Petrol - Unleaded ULP,SOUTH AUSTRALIA,Used,AGC-SELLER-9369
Automatic,SUV,4,2.5,84580,9.7,Subaru,Forester,XS,Grey,2007,13600,Petrol - Unleaded ULP,QUEENSLAND,Used,AGC-SELLER-11063
Automatic,SUV,4,2.5,0,8.1,Subaru,Forester,2.5i-S,Grey,2016,44053,Petrol - Unleaded ULP,WESTERN AUSTRALIA,BNCIS,AGC-SELLER-29799
Automatic,SUV,4,2.5,8,8.1,Subaru,Forester,2.5i-S,Silver,2016,41880,Petrol - Unleaded ULP,NEW SOUTH WALES,BNCIS,AGC-SELLER-17353
Automatic,SUV,4,2,10,6.3,Subaru,Forester,2.0D-L,White,2016,39800,Diesel,NEW SOUTH WALES,BNCIS,AGC-SELLER-15735
Automatic,SUV,4,2.5,0,8.1,Subaru,Forester,2.5i-L,Black,2016,36913,Petrol - Unleaded ULP,WESTERN AUSTRALIA,BNCIS,AGC-SELLER-29799
Automatic,SUV,4,2,0,6.4,Subaru,Forester,2.0D-S,White,2016,46375,Diesel,WESTERN AUSTRALIA,BNCIS,AGC-SELLER-15131
Automatic,SUV,4,2.5,0,8.1,Subaru,Forester,2.5i-L,Blue,2016,36913,Petrol - Unleaded ULP,WESTERN AUSTRALIA,BNCIS,AGC-SELLER-29799
Automatic,SUV,4,2.5,7,8.1,Subaru,Forester,2.5i-S,Silver,2016,42888,Petrol - Unleaded ULP,QUEENSLAND,Demo,AGC-SELLER-12131
Automatic,SUV,4,2.5,36356,8.1,Subaru,Forester,2.5i-L,Crystal Black Silica,2014,29000,Petrol - Unleaded ULP,VICTORIA,Private,SSE-SELLER-2354140
Manual,SUV,4,2,65589,5.9,Subaru,Forester,2.0D-L,Dark Grey,2013,25000,Diesel,NEW SOUTH WALES,Private,SSE-SELLER-2955361
Automatic,SUV,4,2.5,73099,8.1,Subaru,Forester,2.5i,Grey,2013,23990,Petrol - Unleaded ULP,QUEENSLAND,Used,AGC-SELLER-28540
Manual,SUV,4,2,70296,6.4,Subaru,Forester,2.0D,Silver,2011,21990,Diesel,NEW SOUTH WALES,Used,AGC-SELLER-49505
Automatic,SUV,4,2.5,89166,9.6,Subaru,Forester,XS Premium,Grey,2010,20990,Petrol - Unleaded ULP,TASMANIA,Used,AGC-SELLER-8799
Manual,SUV,4,2.5,60217,9.3,Subaru,Forester,X,Silver,2011,19988,Petrol - Unleaded ULP,SOUTH AUSTRALIA,Used,AGC-SELLER-1245
Manual,SUV,4,2.5,96750,9.3,Subaru,Forester,X Ski FX,Grey,2010,18000,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-3324632
Manual,SUV,4,2.5,120000,9.6,Subaru,Forester,X Luxury,Champagne Gold,2006,12999,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-2927987
Automatic,SUV,4,2.5,205964,9.5,Subaru,Forester,XS,,2003,7990,Petrol - Unleaded ULP,VICTORIA,Used,AGC-SELLER-16199
Automatic,SUV,4,2.5,2416,8.1,Subaru,Forester,2.5i-L,Black,2015,35990,Petrol - Unleaded ULP,NEW SOUTH WALES,Demo,AGC-SELLER-14865
Automatic,SUV,4,2.5,65000,8.1,Subaru,Forester,2.5i-S,Black,2014,29990,Petrol - Unleaded ULP,TASMANIA,Used,AGC-SELLER-16077
Automatic,SUV,4,2.5,137012,9.3,Subaru,Forester,X,White,2012,17999,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-30031
Manual,SUV,4,2.5,219458,11.2,Subaru,Forester,XT,Silver,2005,7490,Petrol - Premium ULP,QUEENSLAND,Used,AGC-SELLER-52239
Automatic,SUV,4,2.5,220000,9.5,Subaru,Forester,XS Luxury,Premium Silver,2004,5900,Petrol - Unleaded ULP,VICTORIA,Private,SSE-SELLER-3289368
Automatic,SUV,4,2,3627,8.5,Subaru,Forester,XT Premium,Grey,2015,46887,Petrol - Premium ULP,SOUTH AUSTRALIA,Used,AGC-SELLER-19
Automatic,SUV,4,2.5,0,8.1,Subaru,Forester,2.5i-S,Red,2016,42775,Petrol - Unleaded ULP,NEW SOUTH WALES,BNCIS,AGC-SELLER-9592
Automatic,SUV,4,2.5,52216,8.1,Subaru,Forester,2.5i,Blue,2014,29980,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-8986
Automatic,SUV,4,2.5,109564,9.6,Subaru,Forester,XS Premium,Silver,2010,20750,Petrol - Unleaded ULP,VICTORIA,Used,AGC-SELLER-10663
Automatic,SUV,4,2,4200,8.5,Subaru,Forester,XT Premium,Silver,2015,45990,Petrol - Premium ULP,WESTERN AUSTRALIA,Demo,AGC-SELLER-15108
Automatic,SUV,4,2,801,6.4,Subaru,Forester,2.0D-S,White,2015,41300,Diesel,NEW SOUTH WALES,Demo,AGC-SELLER-17353
Automatic,SUV,4,2.5,55134,8.1,Subaru,Forester,2.5i-S,Blue,2014,34880,Petrol - Unleaded ULP,VICTORIA,Used,AGC-SELLER-2246
Automatic,SUV,4,2.5,47774,8.1,Subaru,Forester,2.5i,Blue,2014,30990,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-8986
Manual,SUV,4,2.5,80457,9.3,Subaru,Forester,X,Red,2011,20987,Petrol - Unleaded ULP,SOUTH AUSTRALIA,Used,AGC-SELLER-19
Automatic,SUV,4,2.5,140500,9.6,Subaru,Forester,XS Premium,Carmelia Red,2009,14600,Petrol - Unleaded ULP,VICTORIA,Private,SSE-SELLER-145281
Manual,SUV,4,2,14,5.9,Subaru,Forester,2.0D-S,White,2016,42650,Diesel,QUEENSLAND,BNCIS,AGC-SELLER-29334
Automatic,SUV,4,2.5,30428,9.3,Subaru,Forester,XS Premium,Grey,2011,23999,Petrol - Unleaded ULP,AUSTRALIAN CAPITAL TERRITORY,Used,AGC-SELLER-52459
Manual,SUV,4,2.5,247851,9.3,Subaru,Forester,X,White,2008,9990,Petrol - Unleaded ULP,VICTORIA,Used,AGC-SELLER-16893
Manual,SUV,4,2.5,150762,9.6,Subaru,Forester,X,Silver,2006,9990,Petrol - Unleaded ULP,SOUTH AUSTRALIA,Used,AGC-SELLER-16337
Automatic,SUV,4,2.5,0,8.1,Subaru,Forester,2.5i-L,Grey,2016,36913,Petrol - Unleaded ULP,WESTERN AUSTRALIA,BNCIS,AGC-SELLER-29799
Automatic,SUV,4,2.5,10,8.1,Subaru,Forester,2.5i-L,Silver,2016,33880,Petrol - Unleaded ULP,NEW SOUTH WALES,BNCIS,AGC-SELLER-15735
Automatic,SUV,4,2.5,54387,10.5,Subaru,Forester,XT Premium,Black,2010,26990,Petrol - Premium ULP,QUEENSLAND,Used,AGC-SELLER-50225
Automatic,SUV,4,2.5,60395,9.3,Subaru,Forester,XS Premium,White,2011,25889,Petrol - Unleaded ULP,QUEENSLAND,Used,AGC-SELLER-10953
Automatic,SUV,4,2.5,14929,9.3,Subaru,Forester,X,Silver,2012,24987,Petrol - Unleaded ULP,SOUTH AUSTRALIA,Used,AGC-SELLER-19
Automatic,SUV,4,2.5,93928,8.1,Subaru,Forester,2.5i-L,Silver,2013,24888,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-14871
Automatic,SUV,4,2.5,47875,9.3,Subaru,Forester,X,Black,2012,21990,Petrol - Unleaded ULP,SOUTH AUSTRALIA,Used,AGC-SELLER-9344
Automatic,SUV,4,2.5,57471,9.6,Subaru,Forester,XS Premium,Silver,2009,20999,Petrol - Unleaded ULP,VICTORIA,Used,AGC-SELLER-28431
Automatic,SUV,4,2.5,77189,9.6,Subaru,Forester,X,Black,2008,17990,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-9619
Automatic,SUV,4,2.5,231912,11,Subaru,Forester,XT,Gold,2004,8999,Petrol - Premium ULP,VICTORIA,Used,AGC-SELLER-17989
Manual,SUV,4,2.5,211970,9.5,Subaru,Forester,X,Red,2004,6490,Petrol - Unleaded ULP,QUEENSLAND,Used,AGC-SELLER-18312
Automatic,SUV,4,2,11474,8.5,Subaru,Forester,XT Premium,Grey,2015,45888,Petrol - Premium ULP,NEW SOUTH WALES,Used,AGC-SELLER-15511
Automatic,SUV,4,2,8400,8.5,Subaru,Forester,XT Premium,Silver,2014,44888,Petrol - Premium ULP,SOUTH AUSTRALIA,Used,AGC-SELLER-1245
Automatic,SUV,4,2.5,253,8.1,Subaru,Forester,2.5i-S,Silver,2015,39990,Petrol - Unleaded ULP,NEW SOUTH WALES,Demo,AGC-SELLER-18047
Automatic,SUV,4,2.5,0,8.1,Subaru,Forester,2.5i-L,Green,2015,37304,Petrol - Unleaded ULP,QUEENSLAND,BNCIS,AGC-SELLER-18570
Automatic,SUV,4,2.5,120854,9.7,Subaru,Forester,X Luxury,Silver,2006,14990,Petrol - Unleaded ULP,TASMANIA,Used,AGC-SELLER-18162
Automatic,SUV,4,2.5,7,8.1,Subaru,Forester,2.5i-L,Grey,2016,34990,Petrol - Unleaded ULP,QUEENSLAND,BNCIS,AGC-SELLER-29334
Automatic,SUV,4,2.5,119977,9.6,Subaru,Forester,XS Premium,Silver,2010,18990,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-10873
Automatic,SUV,4,2.5,135175,9.3,Subaru,Forester,X,Silver,2011,18431,Petrol - Unleaded ULP,VICTORIA,Used,AGC-SELLER-51404
Automatic,SUV,4,2.5,177408,9.5,Subaru,Forester,X,Blue,2004,7499,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-52475
Automatic,SUV,4,2,7,8.5,Subaru,Forester,XT Premium,Black,2015,47990,Petrol - Premium ULP,QUEENSLAND,BNCIS,AGC-SELLER-18570
Automatic,SUV,4,2,1,6.4,Subaru,Forester,2.0D-S,Grey,2015,45984,Diesel,NEW SOUTH WALES,BNCIS,AGC-SELLER-8985
Automatic,SUV,4,2.5,7,8.1,Subaru,Forester,2.5i-S,Grey,2015,43488,Petrol - Unleaded ULP,QUEENSLAND,Demo,AGC-SELLER-18457
Automatic,SUV,4,2.5,130135,9.3,Subaru,Forester,X,Grey,2011,15990,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-18285
Automatic,SUV,4,2.5,176985,9.5,Subaru,Forester,XS,Pure White,2002,8200,Petrol - Unleaded ULP,SOUTH AUSTRALIA,Private,SSE-SELLER-1052433
Manual,SUV,4,2,304000,,Subaru,Forester,Limited,Red,2000,4000,Petrol - Unleaded ULP,VICTORIA,Used,AGC-SELLER-10900
Automatic,SUV,4,2.5,151,8.1,Subaru,Forester,2.5i-S,Black,2015,43790,Petrol - Unleaded ULP,QUEENSLAND,Demo,AGC-SELLER-28541
Automatic,SUV,4,2.5,163,8.1,Subaru,Forester,2.5i-L,Silver,2016,33888,Petrol - Unleaded ULP,QUEENSLAND,Demo,AGC-SELLER-12131
Manual,SUV,4,2,2360,5.9,Subaru,Forester,2.0D-L,White,2015,31888,Diesel,SOUTH AUSTRALIA,Demo,AGC-SELLER-12320
Automatic,SUV,4,2.5,11366,8.1,Subaru,Forester,2.5i,Bronze,2014,29990,Petrol - Unleaded ULP,QUEENSLAND,Used,AGC-SELLER-29333
Automatic,SUV,4,2.5,27265,8.1,Subaru,Forester,2.5i,White,2012,26990,Petrol - Unleaded ULP,SOUTH AUSTRALIA,Used,AGC-SELLER-17375
Automatic,SUV,4,2.5,82777,9.3,Subaru,Forester,X,Silver,2012,20000,Petrol - Unleaded ULP,WESTERN AUSTRALIA,Used,AGC-SELLER-10384
Automatic,SUV,4,2.5,192,8.1,Subaru,Forester,2.5i-S,Blue,2015,39990,Petrol - Unleaded ULP,QUEENSLAND,Used,AGC-SELLER-29333
Automatic,SUV,4,2.5,7,8.1,Subaru,Forester,2.5i-L,Blue,2015,37304,Petrol - Unleaded ULP,QUEENSLAND,BNCIS,AGC-SELLER-18570
Automatic,SUV,4,2.5,1501,8.1,Subaru,Forester,2.5i-L,Red,2016,33990,Petrol - Unleaded ULP,WESTERN AUSTRALIA,Demo,AGC-SELLER-29799
Automatic,SUV,4,2.5,52591,9.3,Subaru,Forester,X,White,2012,24990,Petrol - Unleaded ULP,SOUTH AUSTRALIA,Used,AGC-SELLER-16842
Manual,SUV,4,2.5,55250,9.6,Subaru,Forester,XS Luxury,Newport Blue,2007,14000,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-3310623
Manual,SUV,4,2.5,158000,9.6,Subaru,Forester,XS,Silver,2006,9990,Petrol - Unleaded ULP,VICTORIA,Used,AGC-SELLER-51672
Automatic,SUV,4,2.5,243649,9.7,Subaru,Forester,X,Silver,2005,6990,Petrol - Unleaded ULP,SOUTH AUSTRALIA,Used,AGC-SELLER-16831
Manual,SUV,4,2,146271,,Subaru,Forester,Limited,White,2001,5990,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-9619
Automatic,SUV,4,2.5,151,8.1,Subaru,Forester,2.5i-S,Grey,2015,43790,Petrol - Unleaded ULP,QUEENSLAND,Demo,AGC-SELLER-28541
Automatic,SUV,4,2.5,10,8.1,Subaru,Forester,2.5i-S,White,2015,43150,Petrol - Unleaded ULP,QUEENSLAND,BNCIS,AGC-SELLER-10346
Automatic,SUV,4,2.5,129386,9.6,Subaru,Forester,X,Silver,2010,18888,Petrol - Unleaded ULP,VICTORIA,Used,AGC-SELLER-1686
Manual,SUV,4,2.5,88759,9.3,Subaru,Forester,X,Silver,2008,13488,Petrol - Unleaded ULP,VICTORIA,Used,AGC-SELLER-12010
Manual,SUV,4,2.5,243551,9.3,Subaru,Forester,X,White,2009,11990,Petrol - Unleaded ULP,SOUTH AUSTRALIA,Used,AGC-SELLER-52044
Manual,SUV,4,2.5,193510,9.5,Subaru,Forester,XS,Royal Silver,2002,5500,Petrol - Unleaded ULP,QUEENSLAND,Private,SSE-SELLER-2791090
Automatic,SUV,4,2.5,0,8.1,Subaru,Forester,2.5i-S,Red,2016,44150,Petrol - Unleaded ULP,QUEENSLAND,BNCIS,AGC-SELLER-14995
Automatic,SUV,4,2.5,10,8.1,Subaru,Forester,2.5i-S,Grey,2015,41590,Petrol - Unleaded ULP,QUEENSLAND,BNCIS,AGC-SELLER-7811
Automatic,SUV,4,2,91206,8.5,Subaru,Forester,XT Premium,Green,2013,37990,Petrol - Premium ULP,NEW SOUTH WALES,Used,AGC-SELLER-12793
Automatic,SUV,4,2.5,1854,8.1,Subaru,Forester,2.5i-L Special Edition,Silver,2015,35990,Petrol - Unleaded ULP,WESTERN AUSTRALIA,Demo,AGC-SELLER-17810
Manual,SUV,4,2,108557,6.4,Subaru,Forester,2.0D Premium,Blue,2011,21490,Diesel,VICTORIA,Used,AGC-SELLER-13155
Manual,SUV,4,2.5,218409,9.3,Subaru,Forester,XS Premium,White,2009,10850,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-50760
Automatic,SUV,4,2,8,8.5,Subaru,Forester,XT Premium,Red,2015,47990,Petrol - Premium ULP,QUEENSLAND,BNCIS,AGC-SELLER-18570
Automatic,SUV,4,2,1503,8.5,Subaru,Forester,XT Premium,White,2015,46980,Petrol - Premium ULP,WESTERN AUSTRALIA,Demo,AGC-SELLER-29799
Automatic,SUV,4,2,0,6.3,Subaru,Forester,2.0D-L,Grey,2015,39879,Diesel,QUEENSLAND,BNCIS,AGC-SELLER-18570
Automatic,SUV,4,2.5,100008,9.6,Subaru,Forester,XS Premium,Maroon,2009,17000,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-50378
Automatic,SUV,4,2.5,153792,9.7,Subaru,Forester,XS,Silver,2008,14488,Petrol - Unleaded ULP,SOUTH AUSTRALIA,Used,AGC-SELLER-17898
Automatic,SUV,4,2.5,194460,9.5,Subaru,Forester,XS Luxury,Silver,2003,7488,Petrol - Unleaded ULP,VICTORIA,Used,AGC-SELLER-29785
Automatic,SUV,4,2.5,199205,9.7,Subaru,Forester,X,White,2006,6988,Petrol - Unleaded ULP,QUEENSLAND,Used,AGC-SELLER-46605
Automatic,SUV,4,2,5486,6.3,Subaru,Forester,2.0D-L,Bronze,2015,36990,Diesel,NEW SOUTH WALES,Used,AGC-SELLER-14865
Automatic,SUV,4,2,13498,6.3,Subaru,Forester,2.0D-L,Silver,2015,34990,Diesel,NEW SOUTH WALES,Used,AGC-SELLER-88
Automatic,SUV,4,2.5,57768,9.3,Subaru,Forester,X,Satin White Pearl,2011,19999,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-1869919
Automatic,SUV,4,2.5,165367,9.6,Subaru,Forester,X,White,2009,14990,Petrol - Unleaded ULP,VICTORIA,Used,AGC-SELLER-17927
Manual,SUV,4,2.5,163265,9.3,Subaru,Forester,X,Silver,2008,10850,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-788162
Manual,SUV,4,2.5,240859,8.7,Subaru,Forester,XS,Red,2005,6750,Petrol - Unleaded ULP,VICTORIA,Used,AGC-SELLER-49242
Automatic,SUV,4,2,151,6.3,Subaru,Forester,2.0D-L,Black,2015,36990,Diesel,QUEENSLAND,Demo,AGC-SELLER-28541
Automatic,SUV,4,2.5,8152,8.1,Subaru,Forester,2.5i-L,White,2015,33990,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-14854
Automatic,SUV,4,2.5,94174,8.1,Subaru,Forester,2.5i,Grey,2013,23990,Petrol - Unleaded ULP,VICTORIA,Used,AGC-SELLER-10663
Automatic,SUV,4,2.5,95000,9.6,Subaru,Forester,X Columbia,White,2010,15800,Petrol - Unleaded ULP,QUEENSLAND,Private,SSE-SELLER-2362910
Automatic,SUV,4,2.5,270300,9.7,Subaru,Forester,X,Regal Blue,2006,6800,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-2705927
Automatic,SUV,4,2.5,847,8.1,Subaru,Forester,2.5i-S,Grey,2015,40195,Petrol - Unleaded ULP,QUEENSLAND,BNCIS,AGC-SELLER-10346
Automatic,SUV,4,2,11515,6.4,Subaru,Forester,2.0D-S,Blue,2015,39990,Diesel,WESTERN AUSTRALIA,Used,AGC-SELLER-14846
Automatic,SUV,4,2.5,44770,10.5,Subaru,Forester,S-EDITION,White,2012,34000,Petrol - Premium ULP,WESTERN AUSTRALIA,Used,AGC-SELLER-9734
Automatic,SUV,4,2.5,7969,8.1,Subaru,Forester,2.5i-L,White,2015,32990,Petrol - Unleaded ULP,WESTERN AUSTRALIA,Used,AGC-SELLER-14846
Automatic,SUV,4,2.5,18473,8.1,Subaru,Forester,2.5i-L,Grey,2015,31990,Petrol - Unleaded ULP,QUEENSLAND,Used,AGC-SELLER-7811
Automatic,SUV,4,2.5,92370,8.1,Subaru,Forester,2.5i,Silver,2013,21888,Petrol - Unleaded ULP,SOUTH AUSTRALIA,Used,AGC-SELLER-17898
Manual,SUV,4,2,92764,6.4,Subaru,Forester,2.0D,Sage Green,2010,19990,Diesel,VICTORIA,Private,SSE-SELLER-3261073
Automatic,SUV,4,2.5,153123,10.5,Subaru,Forester,XT Premium,Maroon,2008,16990,Petrol - Premium ULP,QUEENSLAND,Used,AGC-SELLER-18011
Automatic,SUV,4,2.5,91194,9.6,Subaru,Forester,X Limited Edition,White,2009,15994,Petrol - Unleaded ULP,QUEENSLAND,Used,AGC-SELLER-12331
Automatic,SUV,4,2,147503,,Subaru,Forester,GX,White,2002,7499,Petrol - Unleaded ULP,QUEENSLAND,Used,AGC-SELLER-11782
Automatic,SUV,4,2.5,180,8.1,Subaru,Forester,2.5i-S,Silver,2015,40890,Petrol - Unleaded ULP,NEW SOUTH WALES,Demo,AGC-SELLER-8985
Automatic,SUV,4,2.5,0,8.1,Subaru,Forester,2.5i-L,Blue,2016,36995,Petrol - Unleaded ULP,NEW SOUTH WALES,BNCIS,AGC-SELLER-15776
Manual,SUV,4,2,3143,7.2,Subaru,Forester,2.0i-L,Bronze,2015,32990,Petrol - Unleaded ULP,VICTORIA,Used,AGC-SELLER-9298
Automatic,SUV,4,2.5,175564,9.3,Subaru,Forester,X,White,2011,14990,Petrol - Unleaded ULP,VICTORIA,Used,AGC-SELLER-15313
Automatic,SUV,4,2.5,161902,9.7,Subaru,Forester,XS Luxury,Grey,2006,9990,Petrol - Unleaded ULP,WESTERN AUSTRALIA,Used,AGC-SELLER-29731
Manual,SUV,4,2,240011,,Subaru,Forester,Special Edition GX,Silver,2001,3990,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-50233
Automatic,SUV,4,2.5,6,8.1,Subaru,Forester,2.5i-L,Blue,2016,36890,Petrol - Unleaded ULP,QUEENSLAND,BNCIS,AGC-SELLER-47124
Manual,SUV,4,2,118839,6.4,Subaru,Forester,2.0D,Red,2010,21990,Diesel,SOUTH AUSTRALIA,Used,AGC-SELLER-18615
Automatic,SUV,4,2.5,0,8.1,Subaru,Forester,2.5i-S,Silver,2016,43240,Petrol - Unleaded ULP,VICTORIA,BNCIS,AGC-SELLER-17753
Automatic,SUV,4,2.5,1511,8.1,Subaru,Forester,2.5i-S,Silver,2015,39990,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-17448
Automatic,SUV,4,2.5,6,8.1,Subaru,Forester,2.5i-L,Blue,2016,36245,Petrol - Unleaded ULP,SOUTH AUSTRALIA,BNCIS,AGC-SELLER-12320
Manual,SUV,4,2,62977,6,Subaru,Forester,2.0D,White,2012,25990,Diesel,NEW SOUTH WALES,Used,AGC-SELLER-29539
Automatic,SUV,4,2.5,69499,8.1,Subaru,Forester,2.5i,Red,2013,23990,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-16084
Automatic,SUV,4,2.5,76577,8.1,Subaru,Forester,2.5i,Grey,2013,21888,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-14753
Automatic,SUV,4,2.5,163000,9.6,Subaru,Forester,X,Satin White Pearl,2009,10900,Petrol - Unleaded ULP,QUEENSLAND,Private,SSE-SELLER-3071652
