Transmission,BodyType,Cyl,Litre,Kms,Economy,Make,Model,Badge,Colour,Year,Price,Fuel,Location,Cat,SellerId
Automatic,SUV,4,2.5,11183,8.1,Subaru,Forester,2.5i-L,White,2015,34888,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-15511
Manual,SUV,4,2.5,75644,10.5,Subaru,Forester,XT Premium,Grey,2010,24990,Petrol - Premium ULP,SOUTH AUSTRALIA,Used,AGC-SELLER-9296
Automatic,SUV,4,2.5,128511,9.7,Subaru,Forester,X,Silver,2007,15982,Petrol - Unleaded ULP,WESTERN AUSTRALIA,Used,AGC-SELLER-10366
Automatic,SUV,4,2.5,189750,9.6,Subaru,Forester,X,Grey,2008,10795,Petrol - Unleaded ULP,QUEENSLAND,Used,AGC-SELLER-15589
Automatic,SUV,4,2.5,6,8.1,Subaru,Forester,2.5i-L,Grey,2016,37095,Petrol - Unleaded ULP,QUEENSLAND,BNCIS,AGC-SELLER-28541
Automatic,SUV,4,2.5,70000,9.6,Subaru,Forester,X Ski FX,Grey,2010,21000,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-2998119
Automatic,SUV,4,2.5,119500,10.5,Subaru,Forester,XT,Spark Silver,2009,19500,Petrol - Premium ULP,NEW SOUTH WALES,Private,SSE-SELLER-2056168
Manual,SUV,4,2.5,101766,9.3,Subaru,Forester,X,Silver,2008,14990,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-15368
Automatic,SUV,4,2.5,196922,9.6,Subaru,Forester,XS,Maroon,2009,12888,Petrol - Unleaded ULP,QUEENSLAND,Used,AGC-SELLER-51473
Manual,SUV,4,2.5,181193,9.5,Subaru,Forester,XS Luxury,Silver,2003,7990,Petrol - Unleaded ULP,VICTORIA,Used,AGC-SELLER-49897
Automatic,SUV,4,2.5,8,8.1,Subaru,Forester,2.5i-S,Grey,2016,43790,Petrol - Unleaded ULP,QUEENSLAND,BNCIS,AGC-SELLER-28541
Automatic,SUV,4,2.5,0,8.1,Subaru,Forester,2.5i-L,White,2016,36999,Petrol - Unleaded ULP,NEW SOUTH WALES,BNCIS,AGC-SELLER-16558
Automatic,SUV,4,2.5,1095,8.1,Subaru,Forester,2.5i-L Special Edition,Silver,2015,35990,Petrol - Unleaded ULP,VICTORIA,Used,AGC-SELLER-9298
Automatic,SUV,4,2.5,56000,9.6,Subaru,Forester,X,GREY,2010,18888,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-1552809
Automatic,SUV,4,2.5,198000,9.7,Subaru,Forester,X,Steel Silver,2007,7999,Petrol - Unleaded ULP,VICTORIA,Private,SSE-SELLER-3107997
Automatic,SUV,4,2.5,0,8.1,Subaru,Forester,2.5i-L,Black,2013,36990,Petrol - Unleaded ULP,TASMANIA,BNCIS,AGC-SELLER-51750
Automatic,SUV,4,2.5,7,8.1,Subaru,Forester,2.5i-L,Green,2016,36466,Petrol - Unleaded ULP,SOUTH AUSTRALIA,BNCIS,AGC-SELLER-17872
Automatic,SUV,4,2.5,98000,9.6,Subaru,Forester,X Luxury,Grey,2010,19500,Petrol - Unleaded ULP,VICTORIA,Private,SSE-SELLER-3164272
Automatic,SUV,4,2.5,162450,10.5,Subaru,Forester,XT,Newport Blue,2008,12500,Petrol - Premium ULP,NEW SOUTH WALES,Private,SSE-SELLER-3112496
Automatic,SUV,4,2.5,163000,9.6,Subaru,Forester,XS,Carmelia Red,2009,12200,Petrol - Unleaded ULP,VICTORIA,Private,SSE-SELLER-3272339
Manual,SUV,4,2.5,136000,9.3,Subaru,Forester,X,Silver,2009,12500,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-3191608
Automatic,SUV,4,2,0,8.5,Subaru,Forester,XT Premium,Black,2016,,Petrol - Premium ULP,VICTORIA,BNCIS,AGC-SELLER-17753
Automatic,SUV,4,2.5,0,8.1,Subaru,Forester,2.5i-S,White,2016,44053,Petrol - Unleaded ULP,WESTERN AUSTRALIA,BNCIS,AGC-SELLER-29799
Automatic,SUV,4,2.5,103939,9.6,Subaru,Forester,X,Grey,2010,16990,Petrol - Unleaded ULP,SOUTH AUSTRALIA,Used,AGC-SELLER-94
Automatic,SUV,4,2.5,51844,8.1,Subaru,Forester,2.5i,White,2013,25990,Petrol - Unleaded ULP,TASMANIA,Used,AGC-SELLER-8217
Manual,SUV,4,2,306200,,Subaru,Forester,Limited,Deep Blue,2002,4000,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-3310343
Automatic,SUV,4,2.5,190000,11.1,Subaru,Forester,XT Luxury,Premium Silver,2006,8500,Petrol - Premium ULP,QUEENSLAND,Private,SSE-SELLER-800365
Automatic,SUV,4,2.5,11,8.1,Subaru,Forester,2.5i-S,Bronze,2015,39760,Petrol - Unleaded ULP,NEW SOUTH WALES,Demo,AGC-SELLER-51277
Automatic,SUV,4,2.5,113546,9.5,Subaru,Forester,XS,Silver,2004,10990,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-237
Automatic,SUV,4,2,20,8.5,Subaru,Forester,XT Premium,Black,2015,46888,Petrol - Premium ULP,QUEENSLAND,Demo,AGC-SELLER-18457
Automatic,SUV,4,2.5,0,8.1,Subaru,Forester,2.5i-S,Grey,2016,44083,Petrol - Unleaded ULP,WESTERN AUSTRALIA,BNCIS,AGC-SELLER-17810
Automatic,SUV,4,2,31068,8.5,Subaru,Forester,XT Premium,White,2013,37990,Petrol - Premium ULP,QUEENSLAND,Used,AGC-SELLER-11068
Automatic,SUV,4,2.5,0,8.1,Subaru,Forester,2.5i-L,Red,2016,34985,Petrol - Unleaded ULP,TASMANIA,BNCIS,AGC-SELLER-51748
Manual,SUV,4,2,199000,6.4,Subaru,Forester,2.0D Premium,Newport Blue,2010,13500,Diesel,NEW SOUTH WALES,Private,SSE-SELLER-2873000
Automatic,SUV,4,2.5,171771,9.7,Subaru,Forester,XS,Premium Silver,2006,9000,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-713806
Manual,SUV,4,2.5,188000,9.5,Subaru,Forester,X,Silver,2003,6500,Petrol - Unleaded ULP,AUSTRALIAN CAPITAL TERRITORY,Private,SSE-SELLER-700657
Automatic,SUV,4,2.5,10,8.1,Subaru,Forester,2.5i-S,White,2015,40000,Petrol - Unleaded ULP,NEW SOUTH WALES,BNCIS,AGC-SELLER-10988
Automatic,SUV,4,2.5,6,8.1,Subaru,Forester,2.5i-L,,2016,37095,Petrol - Unleaded ULP,QUEENSLAND,BNCIS,AGC-SELLER-28541
Automatic,SUV,4,2.5,51750,10.5,Subaru,Forester,XT,Grey,2011,28988,Petrol - Premium ULP,QUEENSLAND,Used,AGC-SELLER-9071
Automatic,SUV,4,2.5,110966,10.5,Subaru,Forester,XT,White,2012,23888,Petrol - Premium ULP,VICTORIA,Used,AGC-SELLER-9323
Automatic,SUV,4,2,10,6.4,Subaru,Forester,2.0D-S,White,2016,43990,Diesel,NEW SOUTH WALES,BNCIS,AGC-SELLER-15820
Automatic,SUV,4,2.5,7,8.1,Subaru,Forester,2.5i-S,Bronze,2016,43226,Petrol - Unleaded ULP,SOUTH AUSTRALIA,BNCIS,AGC-SELLER-17872
Automatic,SUV,4,2,0,6.3,Subaru,Forester,2.0D-L,White,2016,39657,Diesel,WESTERN AUSTRALIA,BNCIS,AGC-SELLER-15108
Automatic,SUV,4,2.5,0,8.1,Subaru,Forester,2.5i-L,White,2016,36890,Petrol - Unleaded ULP,NEW SOUTH WALES,BNCIS,AGC-SELLER-50292
Manual,SUV,4,2.5,79800,9.3,Subaru,Forester,XS Premium,Satin White Pearl,2011,23900,Petrol - Unleaded ULP,TASMANIA,Private,SSE-SELLER-242987
Manual,SUV,4,2.5,70950,9.3,Subaru,Forester,XS Premium,White,2011,21990,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-16591
Manual,SUV,4,2.5,123300,9.3,Subaru,Forester,X,Dark Grey,2008,12000,Petrol - Unleaded ULP,QUEENSLAND,Private,SSE-SELLER-3259638
Automatic,SUV,4,2.5,164809,9.5,Subaru,Forester,X,Silver,2003,7990,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-17545
Automatic,SUV,4,2,7,6.3,Subaru,Forester,2.0D-L,Green,2016,39066,Diesel,SOUTH AUSTRALIA,Demo,AGC-SELLER-17872
Automatic,SUV,4,2,21412,8.5,Subaru,Forester,XT Premium,Silver,2013,37990,Petrol - Premium ULP,NEW SOUTH WALES,Used,AGC-SELLER-16591
Automatic,SUV,4,2.5,12670,8.1,Subaru,Forester,2.5i-L,White,2015,34888,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-15511
Manual,SUV,4,2,69382,6.4,Subaru,Forester,2.0D,White,2011,22990,Diesel,WESTERN AUSTRALIA,Used,AGC-SELLER-52
Manual,SUV,4,2,209700,,Subaru,Forester,Limited,Black Pearl,1998,2200,Petrol - Unleaded ULP,VICTORIA,Private,SSE-SELLER-3312951
Automatic,SUV,4,2.5,0,8.1,Subaru,Forester,2.5i-S,Blue,2015,41490,Petrol - Unleaded ULP,SOUTH AUSTRALIA,Demo,AGC-SELLER-17872
Automatic,SUV,4,2,0,6.3,Subaru,Forester,2.0D-L,White,2016,39743,Diesel,WESTERN AUSTRALIA,BNCIS,AGC-SELLER-15131
Automatic,SUV,4,2.5,6,8.1,Subaru,Forester,2.5i-L,Blue,2016,36245,Petrol - Unleaded ULP,SOUTH AUSTRALIA,BNCIS,AGC-SELLER-12320
Automatic,SUV,4,2.5,143850,10.5,Subaru,Forester,XT,White,2009,14750,Petrol - Premium ULP,NEW SOUTH WALES,Used,AGC-SELLER-51712
Manual,SUV,4,2.5,86319,9.6,Subaru,Forester,X,White,2007,11990,Petrol - Unleaded ULP,WESTERN AUSTRALIA,Used,AGC-SELLER-10576
Manual,SUV,4,2.5,174976,9.5,Subaru,Forester,X,Silver,2002,5999,Petrol - Unleaded ULP,SOUTH AUSTRALIA,Used,AGC-SELLER-16310
Manual,SUV,4,2,273699,,Subaru,Forester,Limited,Champagne Gold,2000,3000,Petrol - Unleaded ULP,SOUTH AUSTRALIA,Private,SSE-SELLER-3316629
Automatic,SUV,4,2.5,58383,8.1,Subaru,Forester,2.5i-L,Silver,2013,28950,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-15368
Manual,SUV,4,2.5,213011,9.5,Subaru,Forester,X,White,2004,6990,Petrol - Unleaded ULP,QUEENSLAND,Used,AGC-SELLER-16919
Automatic,SUV,4,2,78870,8.5,Subaru,Forester,XT Premium,White,2013,34990,Petrol - Premium ULP,VICTORIA,Used,AGC-SELLER-12550
Automatic,SUV,4,2,6,8.5,Subaru,Forester,XT Premium,White,2016,51880,Petrol - Premium ULP,QUEENSLAND,BNCIS,AGC-SELLER-47124
Automatic,SUV,4,2,168,6.4,Subaru,Forester,2.0D-S,White,2016,45692,Diesel,QUEENSLAND,Demo,AGC-SELLER-12131
Manual,SUV,4,2,7,5.9,Subaru,Forester,2.0D-L,White,2016,36986,Diesel,SOUTH AUSTRALIA,BNCIS,AGC-SELLER-17872
Manual,SUV,4,2,104373,6,Subaru,Forester,2.0D Premium,Black,2011,24990,Diesel,TASMANIA,Used,AGC-SELLER-864
Automatic,SUV,4,2.5,87750,10.5,Subaru,Forester,XT Premium,Silver,2008,19900,Petrol - Premium ULP,VICTORIA,Private,SSE-SELLER-3025503
Manual,SUV,4,2.5,168000,10.5,Subaru,Forester,XT,Satin White Pearl,2010,17000,Petrol - Premium ULP,NEW SOUTH WALES,Private,SSE-SELLER-3155304
Automatic,SUV,4,2,392359,,Subaru,Forester,GT,Pure White,2000,2999,Petrol - Premium ULP,VICTORIA,Private,SSE-SELLER-127591
Automatic,SUV,4,2.5,8,8.1,Subaru,Forester,2.5i-L,Black,2016,36706,Petrol - Unleaded ULP,QUEENSLAND,BNCIS,AGC-SELLER-29334
Automatic,SUV,4,2.5,0,8.1,Subaru,Forester,2.5i-S,Blue,2016,,Petrol - Unleaded ULP,NORTHERN TERRITORY,BNCIS,AGC-SELLER-51471
Automatic,SUV,4,2,0,6.3,Subaru,Forester,2.0D-L,Blue,2016,,Diesel,QUEENSLAND,BNCIS,AGC-SELLER-47124
Automatic,SUV,4,2,9350,6.3,Subaru,Forester,2.0D-L,Silver,2015,35888,Diesel,NEW SOUTH WALES,Used,AGC-SELLER-15511
Automatic,SUV,4,2.5,10839,8.1,Subaru,Forester,2.5i-L,Black,2015,34888,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-15511
Automatic,SUV,4,2,79797,8.5,Subaru,Forester,XT Premium,Red,2013,34990,Petrol - Premium ULP,VICTORIA,Used,AGC-SELLER-8498
Manual,SUV,4,2,91621,6.4,Subaru,Forester,2.0D,Blue,2011,22990,Diesel,TASMANIA,Used,AGC-SELLER-2128
Automatic,SUV,4,2.5,84740,9.7,Subaru,Forester,X Columbia,Grey,2007,13888,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-15511
Manual,SUV,4,2.5,152000,9.3,Subaru,Forester,X,Maroon/Burgundy,2009,11250,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-3273849
Automatic,SUV,4,2,6,8.5,Subaru,Forester,XT Premium,Grey,2016,52545,Petrol - Premium ULP,QUEENSLAND,BNCIS,AGC-SELLER-28541
Automatic,SUV,4,2,0,6.3,Subaru,Forester,2.0D-L,Silver,2016,39657,Diesel,WESTERN AUSTRALIA,BNCIS,AGC-SELLER-15108
Automatic,SUV,4,2.5,0,8.1,Subaru,Forester,2.5i-L,Bronze,2016,36999,Petrol - Unleaded ULP,NEW SOUTH WALES,BNCIS,AGC-SELLER-16558
Automatic,SUV,4,2.5,71966,8.1,Subaru,Forester,2.5i-L,Grey,2013,27990,Petrol - Unleaded ULP,TASMANIA,Used,AGC-SELLER-864
Automatic,SUV,4,2.5,78746,10.5,Subaru,Forester,XT Premium,Dark Grey,2008,19990,Petrol - Premium ULP,VICTORIA,Private,SSE-SELLER-3154507
Automatic,SUV,4,2.5,128000,9.6,Subaru,Forester,XS Premium,Obsidian Black Pearl,2008,15500,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-1988541
Manual,SUV,4,2,0,7.2,Subaru,Forester,2.0i-L,Grey,2016,33660,Petrol - Unleaded ULP,WESTERN AUSTRALIA,BNCIS,AGC-SELLER-15108
Manual,SUV,4,2.5,130010,9.6,Subaru,Forester,X,Silver,2008,15990,Petrol - Unleaded ULP,QUEENSLAND,Used,AGC-SELLER-11068
Automatic,SUV,4,2.5,6221,8.1,Subaru,Forester,2.5i-L,Silver,2015,34888,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-15511
Manual,SUV,4,2.5,164859,11.4,Subaru,Forester,XT Luxury,White,2005,13990,Petrol - Premium ULP,NEW SOUTH WALES,Used,AGC-SELLER-16671
Manual,SUV,4,2.5,146581,9.6,Subaru,Forester,X,Blue,2007,9999,Petrol - Unleaded ULP,WESTERN AUSTRALIA,Used,AGC-SELLER-10576
Automatic,SUV,4,2.5,0,8.1,Subaru,Forester,2.5i-L,Silver,2016,36917,Petrol - Unleaded ULP,WESTERN AUSTRALIA,BNCIS,AGC-SELLER-15108
Automatic,SUV,4,2.5,0,8.1,Subaru,Forester,2.5i-L,Blue,2016,34985,Petrol - Unleaded ULP,TASMANIA,BNCIS,AGC-SELLER-51748
Automatic,SUV,4,2.5,53751,8.1,Subaru,Forester,2.5i,White,2012,27990,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-14905
Automatic,SUV,4,2.5,89009,9.3,Subaru,Forester,X,White,2011,19990,Petrol - Unleaded ULP,SOUTH AUSTRALIA,Used,AGC-SELLER-49344
Automatic,SUV,4,2.5,0,8.1,Subaru,Forester,2.5i-L,Green,2016,,Petrol - Unleaded ULP,NORTHERN TERRITORY,BNCIS,AGC-SELLER-51471
Automatic,SUV,4,2.5,10510,8.1,Subaru,Forester,2.5i-L,Silver,2015,34888,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-15511
Automatic,SUV,4,2.5,67835,8.1,Subaru,Forester,2.5i,Red,2013,25888,Petrol - Unleaded ULP,SOUTH AUSTRALIA,Used,AGC-SELLER-1245
Manual,SUV,4,2.5,213000,11.2,Subaru,Forester,XT Luxury,Premium Silver,2004,9600,Petrol - Premium ULP,NEW SOUTH WALES,Private,SSE-SELLER-3267862
Automatic,SUV,4,2.5,0,8.1,Subaru,Forester,2.5i-S,Red,2016,,Petrol - Unleaded ULP,VICTORIA,BNCIS,AGC-SELLER-17753
Automatic,SUV,4,2.5,106000,9.3,Subaru,Forester,X Luxury Edition,Satin White Pearl,2012,28500,Petrol - Unleaded ULP,SOUTH AUSTRALIA,Private,SSE-SELLER-2262218
Manual,SUV,4,2.5,126613,10.5,Subaru,Forester,XT Premium,Grey,2008,21990,Petrol - Premium ULP,NEW SOUTH WALES,Used,AGC-SELLER-10873
Automatic,SUV,4,2,382000,,Subaru,Forester,Limited,Green,1999,2250,Petrol - Unleaded ULP,VICTORIA,Private,SSE-SELLER-3188013
Automatic,SUV,4,2,0,8.5,Subaru,Forester,XT,Black,2016,45721,Petrol - Premium ULP,WESTERN AUSTRALIA,BNCIS,AGC-SELLER-29799
Automatic,SUV,4,2.5,0,8.1,Subaru,Forester,2.5i-L,White,2016,36995,Petrol - Unleaded ULP,NEW SOUTH WALES,BNCIS,AGC-SELLER-15776
Automatic,SUV,4,2.5,7,8.1,Subaru,Forester,2.5i-L,Bronze,2016,36466,Petrol - Unleaded ULP,SOUTH AUSTRALIA,Demo,AGC-SELLER-17872
Manual,SUV,4,2.5,135715,9.6,Subaru,Forester,X,White,2005,11990,Petrol - Unleaded ULP,TASMANIA,Used,AGC-SELLER-14640
Automatic,SUV,4,2,5670,8.5,Subaru,Forester,XT Premium,White,2015,47290,Petrol - Premium ULP,QUEENSLAND,Demo,AGC-SELLER-18570
Automatic,SUV,4,2,8,6.4,Subaru,Forester,2.0D-S,White,2015,41688,Diesel,QUEENSLAND,Demo,AGC-SELLER-18457
Automatic,SUV,4,2.5,110600,9.3,Subaru,Forester,XS Premium,Dark Grey,2011,21499,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-3315636
Automatic,SUV,4,2.5,104500,9.6,Subaru,Forester,X,Dark Grey,2008,13250,Petrol - Unleaded ULP,QUEENSLAND,Private,SSE-SELLER-1045670
Automatic,SUV,4,2,5490,8.5,Subaru,Forester,XT Premium,Green,2015,45888,Petrol - Premium ULP,NEW SOUTH WALES,Demo,AGC-SELLER-15511
Automatic,SUV,4,2.5,18000,9.3,Subaru,Forester,X,Black,2011,30800,Petrol - Unleaded ULP,VICTORIA,Private,SSE-SELLER-349253
Manual,SUV,4,2,56244,6,Subaru,Forester,2.0D,Dark Grey,2012,21500,Diesel,NEW SOUTH WALES,Private,SSE-SELLER-3279884
Automatic,SUV,4,2.5,10,8.1,Subaru,Forester,2.5i-L,Grey,2016,,Petrol - Unleaded ULP,QUEENSLAND,BNCIS,AGC-SELLER-15342
Automatic,SUV,4,2.5,9,8.1,Subaru,Forester,2.5i-L,Bronze,2016,36890,Petrol - Unleaded ULP,VICTORIA,BNCIS,AGC-SELLER-12886
Automatic,SUV,4,2.5,115518,10.5,Subaru,Forester,XT Premium,,2009,22990,Petrol - Premium ULP,NEW SOUTH WALES,Used,AGC-SELLER-8840
Manual,SUV,4,2.5,123256,9.3,Subaru,Forester,XS,Sage Green,2008,13990,Petrol - Unleaded ULP,QUEENSLAND,Private,SSE-SELLER-1446595
Automatic,SUV,4,2.5,183000,9.6,Subaru,Forester,XS,Obsidian Black Pearl,2010,13500,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-3302609
Automatic,SUV,4,2.5,207673,9.5,Subaru,Forester,X,Blue,2004,5500,Petrol - Unleaded ULP,VICTORIA,Used,AGC-SELLER-17372
Automatic,SUV,4,2,0,6.4,Subaru,Forester,2.0D-S,White,2016,,Diesel,NEW SOUTH WALES,BNCIS,AGC-SELLER-50292
Manual,SUV,4,2,0,5.9,Subaru,Forester,2.0D-L,White,2016,,Diesel,WESTERN AUSTRALIA,BNCIS,AGC-SELLER-17810
Automatic,SUV,4,2.5,0,8.1,Subaru,Forester,2.5i-L,Red,2016,36890,Petrol - Unleaded ULP,NEW SOUTH WALES,BNCIS,AGC-SELLER-50292
Automatic,SUV,4,2.5,0,8.1,Subaru,Forester,2.5i-L,Bronze,2016,36890,Petrol - Unleaded ULP,NEW SOUTH WALES,BNCIS,AGC-SELLER-50292
Automatic,SUV,4,2,916,6.3,Subaru,Forester,2.0D-L,Silver,2015,36656,Diesel,NEW SOUTH WALES,Demo,AGC-SELLER-15921
Manual,SUV,4,2,0,7.2,Subaru,Forester,2.0i-L,Grey,2016,33890,Petrol - Unleaded ULP,NEW SOUTH WALES,BNCIS,AGC-SELLER-50292
Automatic,SUV,4,2.5,115000,9.3,Subaru,Forester,X,Dark Grey,2012,17000,Petrol - Unleaded ULP,VICTORIA,Private,SSE-SELLER-1028221
Manual,SUV,4,2.5,243000,9.5,Subaru,Forester,X,Pure White,2004,5000,Petrol - Unleaded ULP,QUEENSLAND,Private,SSE-SELLER-1445237
Manual,SUV,4,2,0,7.2,Subaru,Forester,2.0i-L,Grey,2016,,Petrol - Unleaded ULP,NEW SOUTH WALES,BNCIS,AGC-SELLER-16558
Automatic,SUV,4,2,6019,6.3,Subaru,Forester,2.0D-L,Grey,2015,34980,Diesel,QUEENSLAND,Used,AGC-SELLER-10770
Automatic,SUV,4,2,13178,6.4,Subaru,Forester,2.0D-S,Bronze,2015,39888,Diesel,NEW SOUTH WALES,Used,AGC-SELLER-15511
Automatic,SUV,4,2.5,78609,9.6,Subaru,Forester,X,Silver,2010,20990,Petrol - Unleaded ULP,VICTORIA,Used,AGC-SELLER-8498
Manual,SUV,4,2.5,183653,9.6,Subaru,Forester,X Columbia,Steel Silver,2007,9000,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-954766
Manual,SUV,4,2.5,181262,9.5,Subaru,Forester,XS,Silver,2003,4990,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-18587
Automatic,SUV,4,2.5,5162,8.1,Subaru,Forester,2.5i-S,White,2015,39790,Petrol - Unleaded ULP,QUEENSLAND,Demo,AGC-SELLER-10346
Automatic,SUV,4,2.5,62365,8.1,Subaru,Forester,2.5i-S,Silver,2013,32990,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-17733
Automatic,SUV,4,2.5,72723,9.6,Subaru,Forester,X,Black,2009,18996,Petrol - Unleaded ULP,SOUTH AUSTRALIA,Used,AGC-SELLER-83
Automatic,SUV,4,2.5,85000,8.8,Subaru,Forester,X,Silver,2004,12990,Petrol - Unleaded ULP,SOUTH AUSTRALIA,Used,AGC-SELLER-49344
Automatic,SUV,4,2.5,204000,9.7,Subaru,Forester,X,Green,2006,6950,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-3289617
Manual,SUV,4,2.5,103446,9.3,Subaru,Forester,X,White,2012,19771,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-15353
Manual,SUV,4,2,282162,,Subaru,Forester,GX,Maroon/Burgundy,2000,1499,Petrol - Unleaded ULP,VICTORIA,Private,SSE-SELLER-486943
Automatic,SUV,4,2,0,8.5,Subaru,Forester,XT Premium,Blue,2016,52333,Petrol - Premium ULP,VICTORIA,BNCIS,AGC-SELLER-9298
Automatic,SUV,4,2.5,0,8.1,Subaru,Forester,2.5i-S,Silver,2016,43990,Petrol - Unleaded ULP,NEW SOUTH WALES,BNCIS,AGC-SELLER-16558
Automatic,SUV,4,2.5,0,8.1,Subaru,Forester,2.5i-L,Blue,2016,36995,Petrol - Unleaded ULP,NEW SOUTH WALES,BNCIS,AGC-SELLER-15776
Automatic,SUV,4,2.5,129305,9.6,Subaru,Forester,XS,White,2009,14990,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-17473
Automatic,SUV,4,2,210000,,Subaru,Forester,Limited,Pure White,2002,5750,Petrol - Unleaded ULP,VICTORIA,Private,SSE-SELLER-3260134
Manual,SUV,4,2,304452,,Subaru,Forester,GX,White,1998,3000,Petrol - Unleaded ULP,VICTORIA,Used,AGC-SELLER-17372
Automatic,SUV,4,2.5,10,8.1,Subaru,Forester,2.5i-S,Grey,2016,44000,Petrol - Unleaded ULP,NEW SOUTH WALES,Demo,AGC-SELLER-10988
Manual,SUV,4,2.5,271000,11.2,Subaru,Forester,XT,Premium Silver,2005,7900,Petrol - Premium ULP,WESTERN AUSTRALIA,Private,SSE-SELLER-3097351
Manual,SUV,4,2,257000,,Subaru,Forester,GT,Light Silver,1999,1500,Petrol - Premium ULP,QUEENSLAND,Private,SSE-SELLER-3124031
Automatic,SUV,4,2,11992,8.5,Subaru,Forester,XT Premium,Bronze,2015,45888,Petrol - Premium ULP,NEW SOUTH WALES,Used,AGC-SELLER-15511
Automatic,SUV,4,2.5,6,8.1,Subaru,Forester,2.5i-L,White,2016,37095,Petrol - Unleaded ULP,QUEENSLAND,BNCIS,AGC-SELLER-16284
Automatic,SUV,4,2.5,0,8.1,Subaru,Forester,2.5i-L,Grey,2016,36990,Petrol - Unleaded ULP,NEW SOUTH WALES,BNCIS,AGC-SELLER-16558
Manual,SUV,4,2,70965,5.9,Subaru,Forester,2.0D-S,White,2013,32990,Diesel,QUEENSLAND,Used,AGC-SELLER-7811
Automatic,SUV,4,2.5,0,8.1,Subaru,Forester,2.5i-S,Black,2016,42990,Petrol - Unleaded ULP,VICTORIA,BNCIS,AGC-SELLER-17753
Automatic,SUV,4,2.5,67796,8.1,Subaru,Forester,2.5i-S,Silver,2013,31990,Petrol - Unleaded ULP,QUEENSLAND,Used,AGC-SELLER-64
Automatic,SUV,4,2.5,116000,9.3,Subaru,Forester,X,Ice Silver,2012,17990,Petrol - Unleaded ULP,QUEENSLAND,Private,SSE-SELLER-571472
Automatic,SUV,4,2,0,6.4,Subaru,Forester,2.0D-S,Black,2016,,Diesel,SOUTH AUSTRALIA,BNCIS,AGC-SELLER-12320
Automatic,SUV,4,2,5823,8.5,Subaru,Forester,XT Premium,Blue,2015,46888,Petrol - Premium ULP,NEW SOUTH WALES,Demo,AGC-SELLER-15511
Automatic,SUV,4,2.5,22917,8.1,Subaru,Forester,2.5i-L,White,2015,29777,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-34
Automatic,SUV,4,2.5,191000,8.8,Subaru,Forester,X,Regal Blue,2005,6000,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-3249109
Manual,SUV,4,2,296000,,Subaru,Forester,Limited,Blue,1999,3000,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-3319611
Automatic,SUV,4,2.5,0,8.1,Subaru,Forester,2.5i-L,Blue,2015,,Petrol - Unleaded ULP,NEW SOUTH WALES,BNCIS,AGC-SELLER-50292
Automatic,SUV,4,2.5,0,8.1,Subaru,Forester,2.5i-S,White,2016,43990,Petrol - Unleaded ULP,NEW SOUTH WALES,BNCIS,AGC-SELLER-16558
Automatic,SUV,4,2.5,0,8.1,Subaru,Forester,2.5i-S,Silver,2016,41485,Petrol - Unleaded ULP,TASMANIA,BNCIS,AGC-SELLER-51748
Automatic,SUV,4,2.5,0,8.1,Subaru,Forester,2.5i-L,Bronze,2016,36999,Petrol - Unleaded ULP,NEW SOUTH WALES,BNCIS,AGC-SELLER-16558
